City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
462,Nyagan,62.1406,65.3936,43.02,79,100,8.93,RU,overcast clouds
463,Linjiang,41.8069,126.9078,25.7,43,0,3.31,CN,clear sky
464,Koungheul,13.9833,-14.8,88.75,47,100,7.31,SN,overcast clouds
465,Cherdyn,60.403,56.4787,41.05,79,100,9.73,RU,overcast clouds
466,Meulaboh,4.1363,96.1285,77.74,87,100,3.67,ID,overcast clouds
467,Ouadda,8.0777,22.4007,69.58,93,100,3.31,CF,light rain
468,Sorland,67.667,12.6934,40.41,76,90,14.27,NO,overcast clouds
469,Tessalit,20.1986,1.0114,90.14,9,0,8.14,ML,clear sky
470,Pointe Michel,15.25,-61.3833,84.42,69,72,8.19,DM,broken clouds
471,Kutum,14.2,24.6667,81.86,17,0,9.04,SD,clear sky
472,Pietarsaari,63.65,22.6833,40.89,87,100,13.0,FI,light rain
473,Itoman,26.1247,127.6694,77.4,94,75,25.32,JP,broken clouds
474,Ca Mau,9.1769,105.15,76.96,89,100,3.65,VN,overcast clouds
475,Puerto Maldonado,-12.6,-69.1833,75.13,84,96,5.26,PE,overcast clouds
476,Cabedelo,-6.9811,-34.8339,81.12,74,90,17.87,BR,overcast clouds
477,Dreux,48.6667,1.25,52.12,62,100,5.44,FR,overcast clouds
478,Richards Bay,-28.783,32.0377,67.05,79,100,14.27,ZA,light rain
479,Wajir,1.7471,40.0573,88.54,36,6,13.42,KE,clear sky
480,Ola,59.5833,151.2833,18.12,54,6,10.11,RU,clear sky
481,Dutse,11.7594,9.3392,72.05,96,100,8.21,NG,heavy intensity rain
482,Aitape,-3.1374,142.3475,78.55,86,98,4.38,PG,overcast clouds
483,Oksfjord,70.2396,22.3479,38.32,95,100,12.1,NO,overcast clouds
484,Tautira,-17.7333,-149.15,82.42,71,19,18.61,PF,few clouds
485,Comodoro Rivadavia,-45.8667,-67.5,59.02,41,6,4.85,AR,clear sky
486,Port Lavaca,28.615,-96.6261,75.25,46,1,14.97,US,clear sky
487,Gravdal,68.1214,13.5031,41.49,71,99,10.02,NO,overcast clouds
488,Lisakovsk,52.5369,62.4936,44.62,82,6,8.23,KZ,clear sky
489,Rupert,42.6191,-113.6772,58.95,36,1,13.8,US,clear sky
490,Elko,41.0002,-115.5012,59.74,30,6,4.0,US,clear sky
491,Avera,33.194,-82.5271,81.91,54,19,17.36,US,few clouds
492,Lavrentiya,65.5833,-171.0,25.12,83,66,14.09,RU,broken clouds
493,Pemangkat,1.1667,108.9667,80.65,80,100,5.12,ID,light rain
494,Birjand,32.8663,59.2211,53.47,17,0,4.76,IR,clear sky
495,Ust-Maya,60.4167,134.5333,15.13,88,72,3.18,RU,broken clouds
496,Wamba,8.9333,8.6,78.62,69,62,1.16,NG,broken clouds
497,Sampit,-2.5333,112.95,76.73,95,83,0.72,ID,light rain
498,Kasongo-Lunda,-6.4667,16.8167,71.24,94,88,1.45,CD,light rain
499,Henties Bay,-22.116,14.2845,56.86,83,0,14.32,NA,clear sky
500,General Roca,-39.0333,-67.5833,70.11,20,100,22.68,AR,overcast clouds
501,Akaszto,46.6917,19.2042,46.62,59,10,2.93,HU,clear sky
502,Petropavlovka,50.6114,105.3196,26.38,72,14,3.49,RU,few clouds
503,Half Moon Bay,37.4636,-122.4286,84.81,38,0,0.83,US,clear sky
504,Barraute,48.4335,-77.6328,53.87,96,100,7.72,CA,light rain
505,Amapa,1.0,-52.0,99.28,26,23,7.4,BR,few clouds
506,Rangapara,26.8167,92.65,76.15,85,87,5.14,IN,overcast clouds
507,Puerto Carreno,6.189,-67.4859,93.33,49,43,3.04,CO,scattered clouds
508,Beaverlodge,55.2166,-119.4361,43.34,74,100,6.24,CA,overcast clouds
509,Nukus,42.4531,59.6103,46.38,39,0,2.3,UZ,clear sky
510,Borzya,50.3833,116.5167,19.89,82,94,4.12,RU,overcast clouds
511,Boma,7.0805,-2.1697,77.63,77,8,1.34,GH,clear sky
512,Birao,10.2849,22.7882,79.23,70,100,3.18,CF,overcast clouds
513,Maumere,-8.6199,122.2111,80.33,82,20,1.79,ID,light rain
514,Jawhar,2.7809,45.5005,77.54,75,24,11.25,SO,few clouds
515,Rach Gia,10.0167,105.0833,75.15,78,100,8.03,VN,overcast clouds
516,Harper,4.375,-7.7169,79.27,80,18,6.06,LR,few clouds
517,Te Anau,-45.4167,167.7167,46.6,95,100,2.75,NZ,moderate rain
518,Morro Bay,35.3658,-120.8499,89.24,28,0,4.0,US,clear sky
519,Pimentel,-6.8367,-79.9342,66.97,79,100,14.61,PE,overcast clouds
520,Bilibino,68.0546,166.4372,-11.31,99,25,5.21,RU,scattered clouds
521,Bubaque,11.2833,-15.8333,83.08,72,2,7.05,GW,clear sky
522,Kiruna,67.8557,20.2251,31.12,93,90,13.8,SE,light snow
523,Chumikan,54.7183,135.315,23.04,62,97,6.06,RU,overcast clouds
524,Malibu,34.005,-118.8101,92.43,13,0,1.01,US,clear sky
525,Mpanda,-6.3655,31.0409,75.11,56,46,2.37,TZ,scattered clouds
526,Ganzhou,28.8184,115.4327,52.74,80,100,12.66,CN,overcast clouds
527,Millinocket,45.6573,-68.7098,62.62,100,90,6.91,US,heavy intensity rain
528,Lakes Entrance,-37.8811,147.981,47.16,61,100,10.98,AU,overcast clouds
529,Lichinga,-13.3128,35.2406,71.69,56,0,10.36,MZ,clear sky
530,Togur,58.3631,82.8265,37.18,93,6,4.03,RU,clear sky
531,Am Timan,11.0297,20.2827,78.8,74,2,3.98,TD,light rain
532,Kimbe,-5.5502,150.1429,76.17,92,100,3.06,PG,light rain
533,Quatre Cocos,-20.2078,57.7625,74.08,72,3,15.93,MU,clear sky
534,Watsa,3.0372,29.5355,64.62,98,100,2.84,CD,moderate rain
535,Kamenka,51.3223,42.7678,49.41,53,100,6.06,RU,light rain
536,Marfino,55.7028,37.3822,46.31,82,0,8.95,RU,clear sky
537,San-Pedro,4.7485,-6.6363,78.31,86,3,5.19,CI,clear sky
538,Florence,43.7667,11.25,60.48,57,0,8.05,IT,clear sky
539,Labuhan,-6.8844,112.2051,80.06,77,65,9.35,ID,broken clouds
540,Yarmouth,41.7057,-70.2286,73.87,84,1,8.99,US,clear sky
541,Yerbogachen,61.2767,108.0108,23.56,84,60,9.19,RU,broken clouds
542,Tatarsk,55.219,75.9828,38.95,80,0,3.78,RU,clear sky
543,Kropotkin,45.4375,40.5756,59.94,70,100,3.98,RU,overcast clouds
544,Inhambane,-23.865,35.3833,76.6,85,0,14.67,MZ,clear sky
545,Chernaya Kholunitsa,58.8511,51.7154,43.11,73,100,12.1,RU,overcast clouds
546,Udala,43.0778,-2.5125,60.78,91,100,2.15,ES,overcast clouds
547,Necochea,-38.5473,-58.7368,72.03,45,0,9.13,AR,clear sky
548,Bambanglipuro,-7.95,110.2833,62.6,86,10,1.5,ID,clear sky
549,Zhanaozen,43.3,52.8,57.88,20,2,15.3,KZ,clear sky
550,Vargem Grande,-3.5431,-43.9158,93.69,40,96,6.06,BR,overcast clouds
551,Port Hawkesbury,45.6169,-61.3485,62.1,77,75,4.0,CA,broken clouds
552,Aswan,24.0934,32.907,91.11,13,3,11.39,EG,clear sky
553,Jutai,-5.1833,-68.9,90.34,57,78,3.51,BR,broken clouds
554,Bentiu,9.2333,29.8333,75.69,83,93,4.81,SS,light rain
555,Areka,7.0667,37.7,61.97,74,68,3.24,ET,broken clouds
556,Nampula,-15.1165,39.2666,73.13,66,0,10.29,MZ,clear sky
557,Christchurch,-43.5333,172.6333,55.33,72,20,5.01,NZ,few clouds
558,Loralai,30.3705,68.598,63.37,14,0,3.51,PK,clear sky
559,Salair,54.2312,85.7972,33.42,72,62,1.03,RU,broken clouds
560,Choctaw,35.4976,-97.2689,69.82,30,0,1.01,US,clear sky
561,Osa,57.2829,55.4567,45.63,57,100,11.23,RU,overcast clouds
562,Maniitsoq,65.4167,-52.9,36.82,58,0,5.93,GL,clear sky
563,Kafanchan,9.5833,8.3,75.92,64,98,3.09,NG,light rain
564,Porto Novo,6.4965,2.6036,79.75,81,0,7.11,BJ,clear sky
565,Ormond Beach,29.2858,-81.0559,89.1,51,40,4.61,US,scattered clouds
566,Maceio,-9.6658,-35.7353,81.84,83,90,9.22,BR,overcast clouds
567,Sheregesh,52.9209,87.9869,31.73,77,27,2.57,RU,scattered clouds
568,Rio Grande,-32.035,-52.0986,63.95,56,17,15.05,BR,few clouds
569,Hurghada,27.2574,33.8129,86.36,26,0,20.0,EG,clear sky
570,Dire,12.2833,-10.9667,82.53,59,85,2.86,ML,overcast clouds
571,Vardo,70.3705,31.1107,42.49,91,100,18.34,NO,light rain
572,Neuquen,-38.9516,-68.0591,66.43,24,100,22.3,AR,overcast clouds
573,Zyryanka,65.75,150.85,11.89,93,99,8.97,RU,overcast clouds
574,El Tigre,8.8875,-64.2454,92.39,41,67,8.86,VE,broken clouds
575,Auray,47.6703,-2.9918,56.75,89,100,2.53,FR,overcast clouds
576,Kushima,31.4583,131.2333,65.61,92,100,5.5,JP,overcast clouds
577,Wuda,39.4994,106.7117,43.09,33,0,17.54,CN,clear sky
578,Astana,51.1801,71.446,28.35,86,98,4.47,KZ,overcast clouds
579,Manicore,-5.8092,-61.3003,96.31,38,100,3.74,BR,overcast clouds
580,Sorkjosen,69.8,20.9333,38.75,94,100,11.1,NO,light rain
581,Perbaungan,3.5679,98.956,78.91,87,100,5.06,ID,overcast clouds
582,Vila Do Maio,15.1333,-23.2167,83.19,79,100,14.58,CV,overcast clouds
583,Ust-Omchug,61.15,149.6333,-6.63,99,99,3.56,RU,overcast clouds
584,Mayo,38.8876,-76.5119,81.39,64,90,5.01,US,overcast clouds
585,Port Macquarie,-31.4333,152.9167,47.89,71,2,5.21,AU,clear sky
586,Cubuk,40.2386,33.0322,59.77,62,40,4.61,TR,scattered clouds
587,Kyshtovka,56.555,76.6271,38.21,87,0,5.91,RU,clear sky
588,Gimbi,9.1667,35.8333,54.61,89,100,2.33,ET,overcast clouds
589,Pitimbu,-7.4706,-34.8086,80.82,75,30,16.51,BR,scattered clouds
590,Xingyi,24.1877,102.817,50.27,96,100,3.33,CN,overcast clouds
591,Panzhihua,26.5851,101.7128,60.1,92,100,2.01,CN,overcast clouds
592,Alyangula,-13.8483,136.4192,78.89,71,100,4.97,AU,overcast clouds
593,Lianran,24.9227,102.485,51.37,90,100,3.83,CN,overcast clouds
594,Pangoa,-12.1167,-73.0,87.67,50,100,3.58,PE,overcast clouds
595,Erenhot,43.6475,111.9767,31.23,24,0,10.4,CN,clear sky
596,Wasilla,61.5814,-149.4394,34.03,89,90,0.0,US,mist
597,Blagoyevo,63.3667,47.9167,41.52,95,100,10.29,RU,overcast clouds
598,Dicabisagan,17.0818,122.4157,77.16,90,78,5.3,PH,broken clouds
599,Pailon,-17.65,-62.75,70.09,46,100,8.55,BO,overcast clouds
600,Alugan,12.2188,125.4808,78.28,89,20,5.39,PH,few clouds
601,Paraiso,9.8383,-83.8656,71.42,86,100,2.89,CR,overcast clouds
602,Kashi,39.4547,75.9797,50.5,21,39,2.19,CN,scattered clouds
603,Buenos Aires,-34.6132,-58.3772,72.01,36,0,10.36,AR,clear sky
604,Kaele,10.1092,14.4508,81.84,61,70,3.87,CM,light rain
605,Cockburn Town,21.4612,-71.1419,81.86,70,56,3.56,TC,broken clouds
606,Santa Cruz,-17.8,-63.1667,66.47,52,100,8.46,BO,overcast clouds
607,Thunder Bay,48.4001,-89.3168,54.55,57,100,5.99,CA,overcast clouds
608,Tete,-16.1564,33.5867,95.09,26,0,4.61,MZ,clear sky
609,Port-Gentil,-0.7193,8.7815,79.45,82,100,12.55,GA,overcast clouds
610,Sakakah,29.9697,40.2064,83.17,10,0,10.36,SA,clear sky
611,Tendo,38.3536,140.3697,59.7,95,100,6.93,JP,overcast clouds
612,Kieta,-6.2167,155.6333,80.28,84,100,4.68,PG,light rain
613,Coquimbo,-29.9533,-71.3436,62.33,59,0,16.11,CL,clear sky
614,Sorgun,39.8101,35.186,59.77,34,71,2.01,TR,broken clouds
615,Cozumel,20.5083,-86.9458,89.01,79,0,3.0,MX,clear sky
616,Inta,66.0317,60.1659,37.67,97,100,17.43,RU,overcast clouds
617,Lososina,48.9975,140.3106,29.57,67,100,24.32,RU,overcast clouds
618,Spas-Klepiki,55.1347,40.1767,46.92,70,92,10.78,RU,overcast clouds
619,Chulym,55.0997,80.9572,36.57,87,49,4.36,RU,scattered clouds
620,Kandrian,-6.2167,149.55,77.52,89,100,5.14,PG,overcast clouds
621,Champerico,14.3,-91.9167,89.94,65,11,5.48,GT,few clouds
622,Vila Velha,-20.3297,-40.2925,82.35,74,20,19.57,BR,light rain
623,Parrita,9.5201,-84.3225,86.52,77,98,5.19,CR,overcast clouds
624,Deniliquin,-35.5333,144.9667,42.42,93,34,4.72,AU,scattered clouds
625,Tres Picos,15.8667,-93.5333,89.47,53,38,1.07,MX,scattered clouds
626,Hami,42.8,93.45,52.14,23,0,7.94,CN,clear sky
627,Wladyslawowo,54.7909,18.4009,47.93,66,99,19.44,PL,overcast clouds
628,Kupang,-10.1667,123.5833,79.0,86,25,3.87,ID,scattered clouds
629,Asifabad,19.3667,79.2833,74.93,96,100,2.75,IN,light rain
630,Magadan,59.5667,150.8,16.83,56,2,7.38,RU,clear sky
631,Manta,-0.95,-80.7333,80.08,66,100,14.97,EC,overcast clouds
632,Sihora,23.4833,80.1167,75.42,87,100,6.33,IN,overcast clouds
633,Svetlogorsk,52.6333,29.7333,41.43,92,34,6.89,BY,scattered clouds
634,Iwanai,42.9744,140.5089,42.94,84,100,11.86,JP,overcast clouds
635,Matagami,49.7502,-77.6328,51.91,100,90,9.22,CA,moderate rain
636,Pasvalys,56.0594,24.4036,47.52,77,83,15.05,LT,broken clouds
637,Gondar,12.6,37.4667,56.37,86,89,4.03,ET,overcast clouds
638,Marshall,34.3834,-86.3333,66.96,45,1,8.99,US,clear sky
639,Sosva,59.1766,61.8558,43.7,80,100,7.65,RU,overcast clouds
640,Mayor Pablo Lagerenza,-19.9309,-60.7718,73.18,43,100,6.67,PY,overcast clouds
641,Atasu,48.6814,71.6433,39.81,57,8,5.97,KZ,clear sky
642,Khetia,21.6667,74.5833,80.74,48,93,2.89,IN,overcast clouds
643,Tairua,-37.0167,175.85,54.09,78,100,12.5,NZ,overcast clouds
644,Kyaukse,21.6,96.1333,78.33,77,100,3.94,MM,overcast clouds
645,Axim,4.8699,-2.2405,79.7,84,5,8.41,GH,clear sky
646,Mogadishu,2.0371,45.3438,78.57,79,4,12.03,SO,clear sky
647,Noumea,-22.2763,166.4572,75.99,99,94,4.97,NC,overcast clouds
648,Japura,-0.3167,102.35,75.16,97,94,2.28,ID,overcast clouds
649,Carupano,10.6678,-63.2585,89.85,59,26,10.6,VE,scattered clouds
650,Yaan,7.3833,8.5667,77.95,80,29,7.4,NG,scattered clouds
651,Sosnovo-Ozerskoye,52.5249,111.5418,25.56,73,100,12.24,RU,overcast clouds
652,Gayny,60.3071,54.3241,42.55,80,100,10.6,RU,overcast clouds
653,Santa Cruz Del Sur,20.7147,-77.9956,84.18,68,15,6.38,CU,few clouds
654,Flin Flon,54.7682,-101.865,51.57,54,5,12.41,CA,clear sky
655,Walvis Bay,-22.9575,14.5053,57.09,70,0,19.35,NA,clear sky
656,Flinders,-34.5833,150.8552,54.18,70,0,1.99,AU,clear sky
657,Mineral Del Monte,20.1333,-98.6667,58.55,50,100,13.87,MX,overcast clouds
658,Bilma,18.6853,12.9164,86.4,34,100,8.63,NE,overcast clouds
659,Pryazha,61.6926,33.6216,40.37,75,90,13.0,RU,overcast clouds
660,Belyy Yar,53.6039,91.3903,24.69,93,14,6.71,RU,smoke
661,Hailar,49.2,119.7,23.83,43,100,12.1,CN,overcast clouds
662,East Stroudsburg,40.9995,-75.1813,81.95,69,52,12.86,US,broken clouds
663,Mayumba,-3.432,10.6554,77.16,86,99,8.66,GA,overcast clouds
664,Makurdi,7.7411,8.5121,81.43,70,69,7.63,NG,broken clouds
665,Urucara,-2.5364,-57.76,104.5,21,63,4.61,BR,broken clouds
666,Jardim,-21.4803,-56.1381,71.1,77,100,5.1,BR,overcast clouds
667,Damphu,27.0721,90.1096,67.78,73,83,5.59,BT,broken clouds
668,Santa Helena,-2.2311,-45.3,90.16,51,100,5.12,BR,overcast clouds
669,Peleduy,59.6289,112.7406,30.24,98,100,4.05,RU,light snow
670,Klaksvik,62.2266,-6.589,41.92,64,100,7.23,FO,overcast clouds
671,Sorsk,54.0033,90.2467,25.39,83,15,2.46,RU,few clouds
672,Mount Isa,-20.7333,139.5,60.57,36,0,3.44,AU,clear sky
673,Ballina,-28.8667,153.5667,52.79,69,6,7.16,AU,clear sky
674,Lebanon,36.2081,-86.2911,66.61,42,1,14.97,US,clear sky
675,Madang,-5.2246,145.7966,76.08,92,93,3.58,PG,overcast clouds
676,Wajima,37.4,136.9,56.91,86,100,23.67,JP,overcast clouds
677,Amsterdam,52.374,4.8897,54.91,70,20,5.01,NL,few clouds
678,Katsuura,35.1333,140.3,76.19,86,28,20.18,JP,scattered clouds
679,Boyolangu,-8.1181,111.8935,75.42,91,72,3.29,ID,broken clouds
680,Murray Bridge,-35.1167,139.2667,50.56,92,64,5.46,AU,broken clouds
681,Ushtobe,45.2514,77.9838,47.21,45,0,2.21,KZ,clear sky
682,Nago,26.5881,127.9761,77.43,81,72,25.34,JP,broken clouds
683,Sidi Ali,36.0998,0.4206,67.53,51,98,2.04,DZ,overcast clouds
684,Umm Kaddadah,13.6017,26.6876,92.32,14,68,9.15,SD,broken clouds
685,Yingcheng,30.95,113.55,51.1,80,100,13.87,CN,light rain
686,Artyom,40.4723,50.333,60.94,88,0,9.26,AZ,clear sky
687,Solenzo,12.1833,-4.0833,85.87,44,100,9.28,BF,overcast clouds
688,Dhidhdhoo,6.8833,73.1,81.88,76,100,24.07,MV,overcast clouds
689,Suruc,36.9761,38.425,71.8,39,0,10.38,TR,clear sky
690,Campos Do Jordao,-22.7394,-45.5914,66.96,84,97,3.67,BR,overcast clouds
691,Harindanga,22.0383,88.3214,84.18,91,100,7.52,IN,overcast clouds
692,Suez,29.9737,32.5263,77.07,47,98,11.05,EG,overcast clouds
693,Wanning,18.8003,110.3967,75.81,90,100,20.67,CN,overcast clouds
694,Suhbaatar,50.2314,106.2078,26.19,63,9,3.22,MN,clear sky
695,Aykhal,66.0,111.5,6.08,99,87,4.7,RU,overcast clouds
696,Cayenne,4.9333,-52.3333,87.84,76,94,4.0,GF,overcast clouds
